Year,CIRI Country ID,Country,UN Country ID,UN Region,UN Subregion,Physical Integrity Rights Index,Disappearance,Extrajudicial Killing,Political Imprisonment,Torture,Empowerment Rights Index (Old),Empowerment Rights Index (New),Freedom of Assembly and Association,Freedom of Foreign Movement,Freedom of Domestic Movement,Freedom of Movement (Old),Freedom of Speech,Electoral Self-Determination,Freedom of Religion (Old),Freedom of Religion (New),Employment Rights,Women’s Economic Rights,Women’s Political Rights,Women’s Social Rights,Independence of Judiciary
1985,392,Lebanon,422,Asia,Western Asia,,-77,-77,-77,-77,,,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
1986,392,Lebanon,422,Asia,Western Asia,,-77,-77,-77,-77,,,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
1987,392,Lebanon,422,Asia,Western Asia,,-77,-77,-77,-77,,,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
1988,392,Lebanon,422,Asia,Western Asia,,-77,-77,-77,-77,,,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
1989,392,Lebanon,422,Asia,Western Asia,,-77,-77,-77,-77,,,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
1990,392,Lebanon,422,Asia,Western Asia,,-66,-66,-66,-66,,,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
1991,392,Lebanon,422,Asia,Western Asia,,-66,-66,-66,-66,,,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
1992,392,Lebanon,422,Asia,Western Asia,,-66,-66,-66,-66,,,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
1993,392,Lebanon,422,Asia,Western Asia,,-66,-66,-66,-66,,,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
1994,392,Lebanon,422,Asia,Western Asia,,-66,-66,-66,-66,,,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
1995,392,Lebanon,422,Asia,Western Asia,,-66,-66,-66,-66,,,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
1996,392,Lebanon,422,Asia,Western Asia,,-66,-66,-66,-66,,,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
1997,392,Lebanon,422,Asia,Western Asia,,-66,-66,-66,-66,,,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
1998,392,Lebanon,422,Asia,Western Asia,,-66,-66,-66,-66,,,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
1999,392,Lebanon,422,Asia,Western Asia,,-66,-66,-66,-66,,,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
2000,392,Lebanon,422,Asia,Western Asia,,-66,-66,-66,-66,,,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
2001,392,Lebanon,422,Asia,Western Asia,4,2,2,0,0,3,8,1,0,2,0,1,1,0,2,1,1,1,1,1
2002,392,Lebanon,422,Asia,Western Asia,5,2,2,0,1,3,7,1,0,2,0,1,1,0,1,1,1,1,1,1
2003,392,Lebanon,422,Asia,Western Asia,4,2,2,0,0,3,5,1,1,2,1,0,0,0,0,1,1,1,1,1
2004,392,Lebanon,422,Asia,Western Asia,4,2,2,0,0,4,6,0,1,2,1,0,1,0,1,1,1,1,0,1
2005,392,Lebanon,422,Asia,Western Asia,4,2,1,1,0,5,8,1,1,2,1,1,1,0,1,1,1,1,,1
2006,392,Lebanon,422,Asia,Western Asia,6,2,2,2,0,5,7,1,1,1,1,1,1,0,1,1,1,1,,0
2007,392,Lebanon,422,Asia,Western Asia,4,2,1,1,0,,7,1,1,1,,1,1,,1,1,1,1,0,0
2008,392,Lebanon,422,Asia,Western Asia,5,2,1,2,0,,5,1,1,1,,1,0,,1,0,1,1,,1
2009,392,Lebanon,422,Asia,Western Asia,5,2,2,1,0,,5,1,1,1,,1,0,,1,0,0,1,,0
2010,392,Lebanon,422,Asia,Western Asia,4,2,1,1,0,,7,1,1,1,,1,1,,2,0,0,1,,0
2011,392,Lebanon,422,Asia,Western Asia,3,1,1,1,0,,6,1,1,1,,1,1,,1,0,0,1,,0
1981,395,Lesotho,426,Africa,Southern Africa,7,2,2,1,2,7,8,0,1,2,1,1,1,1,2,1,1,1,0,2
1982,395,Lesotho,426,Africa,Southern Africa,4,1,1,1,1,4,6,0,1,1,0,0,0,1,2,2,0,1,0,2
1983,395,Lesotho,426,Africa,Southern Africa,5,2,1,1,1,4,7,1,1,1,0,0,0,1,2,2,0,1,0,2
1984,395,Lesotho,426,Africa,Southern Africa,4,2,1,1,0,6,8,1,1,2,1,1,0,1,2,1,0,0,0,2
1985,395,Lesotho,426,Africa,Southern Africa,4,2,1,0,1,6,6,1,1,2,1,0,0,1,0,2,1,1,0,2
1986,395,Lesotho,426,Africa,Southern Africa,4,1,1,1,1,7,7,0,1,2,1,1,0,1,1,2,1,1,0,2
1987,395,Lesotho,426,Africa,Southern Africa,7,2,2,2,1,5,5,0,1,1,1,1,0,1,2,0,0,0,0,2
1988,395,Lesotho,426,Africa,Southern Africa,6,2,2,1,1,4,4,0,1,1,1,0,0,1,2,0,1,1,0,2
1989,395,Lesotho,426,Africa,Southern Africa,5,2,1,1,1,4,6,0,2,2,1,0,0,1,2,0,0,1,0,2
1990,395,Lesotho,426,Africa,Southern Africa,4,2,1,1,0,,,-77,2,2,1,1,0,1,2,0,0,1,0,2
1991,395,Lesotho,426,Africa,Southern Africa,2,1,0,1,0,,,-77,1,2,1,1,1,1,2,0,0,-999,0,2
1992,395,Lesotho,426,Africa,Southern Africa,5,2,1,2,0,,,-77,2,2,1,0,1,1,2,1,1,1,0,1
1993,395,Lesotho,426,Africa,Southern Africa,6,2,1,2,1,,,-77,2,2,1,1,2,1,2,1,0,1,0,0
1994,395,Lesotho,426,Africa,Southern Africa,3,2,0,1,0,6,9,1,2,2,1,1,0,1,2,1,1,1,1,0
1995,395,Lesotho,426,Africa,Southern Africa,4,2,1,1,0,6,9,1,2,2,1,1,0,1,2,1,1,1,1,0
1996,395,Lesotho,426,Africa,Southern Africa,7,2,2,2,1,8,12,2,2,2,1,2,1,1,2,1,0,2,0,1
1997,395,Lesotho,426,Africa,Southern Africa,7,2,2,2,1,8,12,2,2,2,1,2,1,1,2,1,0,2,0,1
1998,395,Lesotho,426,Africa,Southern Africa,,-77,-77,-77,-77,,,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
1999,395,Lesotho,426,Africa,Southern Africa,8,2,2,2,2,8,12,2,2,2,1,2,1,1,2,1,0,2,0,1
2000,395,Lesotho,426,Africa,Southern Africa,6,2,1,2,1,7,11,2,2,2,1,2,0,1,2,1,0,2,0,2
2001,395,Lesotho,426,Africa,Southern Africa,6,2,1,2,1,8,12,2,2,2,1,2,1,1,2,1,0,2,0,2
2002,395,Lesotho,426,Africa,Southern Africa,7,2,2,2,1,9,13,2,2,2,1,2,2,1,2,1,0,2,0,2
2003,395,Lesotho,426,Africa,Southern Africa,6,2,1,2,1,9,13,2,2,2,1,2,2,1,2,1,0,2,0,2
2004,395,Lesotho,426,Africa,Southern Africa,7,2,2,2,1,9,13,2,2,2,1,2,2,1,2,1,0,2,0,2
2005,395,Lesotho,426,Africa,Southern Africa,6,2,1,2,1,9,13,2,2,2,1,2,2,1,2,1,0,2,,2
2006,395,Lesotho,426,Africa,Southern Africa,6,2,1,2,1,8,12,2,2,2,1,1,2,1,2,1,1,2,,2
2007,395,Lesotho,426,Africa,Southern Africa,6,2,1,2,1,,12,2,2,2,,1,2,,2,1,1,2,1,2
2008,395,Lesotho,426,Africa,Southern Africa,6,2,1,2,1,,11,1,2,2,,1,2,,2,1,2,3,,2
2009,395,Lesotho,426,Africa,Southern Africa,6,2,1,2,1,,10,1,2,2,,1,1,,2,1,2,2,,2
2010,395,Lesotho,426,Africa,Southern Africa,6,2,1,2,1,,10,2,2,2,,1,1,,2,0,2,2,,2
2011,395,Lesotho,426,Africa,Southern Africa,7,2,2,2,1,,11,2,2,2,,0,2,,2,1,2,2,,2
1981,398,Liberia,430,Africa,Western Africa,5,2,1,1,1,3,6,1,1,1,0,1,0,1,2,0,0,0,0,0
1982,398,Liberia,430,Africa,Western Africa,5,2,1,1,1,5,5,0,1,1,1,1,0,1,2,0,1,0,1,1
1983,398,Liberia,430,Africa,Western Africa,6,2,2,1,1,5,6,1,1,1,1,1,0,1,2,0,1,0,1,1
1984,398,Liberia,430,Africa,Western Africa,5,2,1,1,1,5,6,1,1,1,1,0,1,1,2,0,1,1,1,0
1985,398,Liberia,430,Africa,Western Africa,2,1,0,0,1,6,8,1,2,2,1,1,1,1,1,0,1,1,1,1
1986,398,Liberia,430,Africa,Western Africa,5,2,2,0,1,6,7,1,1,1,1,1,1,1,2,0,1,1,1,1
1987,398,Liberia,430,Africa,Western Africa,5,2,2,0,1,7,7,0,1,1,1,1,1,1,2,1,1,1,1,0
1988,398,Liberia,430,Africa,Western Africa,4,2,1,1,0,8,8,0,1,1,1,1,1,1,2,2,1,1,1,1
1989,398,Liberia,430,Africa,Western Africa,3,2,1,0,0,7,7,0,1,1,1,0,1,1,2,2,1,1,1,1
1990,398,Liberia,430,Africa,Western Africa,,-77,-77,-77,-77,,,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
1991,398,Liberia,430,Africa,Western Africa,,-77,-77,-77,-77,,,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
1992,398,Liberia,430,Africa,Western Africa,,-77,-77,-77,-77,,,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
1993,398,Liberia,430,Africa,Western Africa,,-77,-77,-77,-77,,,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
1994,398,Liberia,430,Africa,Western Africa,,-77,-77,-77,-77,,,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
1995,398,Liberia,430,Africa,Western Africa,,-77,-77,-77,-77,,,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
1996,398,Liberia,430,Africa,Western Africa,0,0,0,0,0,6,6,1,1,0,1,1,0,1,2,1,1,2,1,0
1997,398,Liberia,430,Africa,Western Africa,2,1,0,1,0,7,6,1,1,0,1,1,1,1,1,1,1,2,1,0
1998,398,Liberia,430,Africa,Western Africa,0,0,0,0,0,4,7,2,1,0,0,0,1,1,2,1,1,2,1,0
1999,398,Liberia,430,Africa,Western Africa,1,0,0,1,0,4,6,2,1,0,0,1,0,1,1,1,1,2,1,0
2000,398,Liberia,430,Africa,Western Africa,0,0,0,0,0,4,7,2,1,0,0,0,1,1,2,1,1,2,1,0
2001,398,Liberia,430,Africa,Western Africa,1,0,0,1,0,3,5,2,1,0,0,0,0,1,1,1,1,2,1,0
2002,398,Liberia,430,Africa,Western Africa,1,0,0,1,0,3,6,2,1,0,0,0,0,1,2,1,1,2,1,0
2003,398,Liberia,430,Africa,Western Africa,1,0,0,1,0,3,6,1,0,0,0,1,1,0,2,1,0,2,0,0
2004,398,Liberia,430,Africa,Western Africa,7,2,2,2,1,3,9,2,1,1,0,1,1,0,2,1,0,2,1,0
2005,398,Liberia,430,Africa,Western Africa,7,2,2,2,1,8,10,2,2,1,1,2,1,1,1,1,1,2,,1
2006,398,Liberia,430,Africa,Western Africa,5,2,1,1,1,8,11,2,2,1,1,2,1,1,2,1,1,3,,0
2007,398,Liberia,430,Africa,Western Africa,6,2,2,1,1,,11,1,1,2,,2,2,,2,1,1,2,1,0
2008,398,Liberia,430,Africa,Western Africa,5,2,1,1,1,,8,0,1,2,,1,1,,2,1,2,3,,0
2009,398,Liberia,430,Africa,Western Africa,5,2,1,1,1,,9,2,1,2,,1,2,,1,0,2,2,,0
2010,398,Liberia,430,Africa,Western Africa,5,2,1,1,1,,10,1,1,2,,1,2,,2,1,1,2,,0
2011,398,Liberia,430,Africa,Western Africa,5,2,1,1,1,,11,2,1,2,,1,2,,2,1,2,2,,1
1981,401,Libya,434,Africa,Northern Africa,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0
1982,401,Libya,434,Africa,Northern Africa,1,1,0,0,0,2,3,0,0,2,1,0,0,0,1,0,1,1,1,0
1983,401,Libya,434,Africa,Northern Africa,1,0,0,1,0,2,3,0,0,2,0,0,0,1,1,0,1,1,1,0
1984,401,Libya,434,Africa,Northern Africa,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
1985,401,Libya,434,Africa,Northern Africa,2,0,1,1,0,3,4,0,0,2,0,0,0,1,1,1,1,1,1,0
1986,401,Libya,434,Africa,Northern Africa,,-999,0,0,0,3,3,0,0,2,0,0,0,1,0,1,1,1,1,0
1987,401,Libya,434,Africa,Northern Africa,,-999,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1,1,0
1988,401,Libya,434,Africa,Northern Africa,3,2,1,0,0,3,3,0,0,2,0,0,0,1,0,1,1,1,1,0
1989,401,Libya,434,Africa,Northern Africa,2,1,1,0,0,3,4,0,0,2,0,0,0,1,1,1,1,1,1,0
1990,401,Libya,434,Africa,Northern Africa,3,2,1,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,1,0
1991,401,Libya,434,Africa,Northern Africa,2,1,1,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1,1,0
1992,401,Libya,434,Africa,Northern Africa,2,1,1,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1,1,0
1993,401,Libya,434,Africa,Northern Africa,2,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0
1994,401,Libya,434,Africa,Northern Africa,1,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1,1,0
1995,401,Libya,434,Africa,Northern Africa,2,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1,1,0
1996,401,Libya,434,Africa,Northern Africa,1,1,0,0,0,1,4,0,0,2,0,0,0,0,1,1,1,1,1,0
1997,401,Libya,434,Africa,Northern Africa,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0
1998,401,Libya,434,Africa,Northern Africa,2,1,1,0,0,0,2,0,0,1,0,0,0,0,1,0,1,1,1,0
1999,401,Libya,434,Africa,Northern Africa,3,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2,0
2000,401,Libya,434,Africa,Northern Africa,4,2,1,0,1,0,2,0,0,2,0,0,0,0,0,0,1,1,1,0
2001,401,Libya,434,Africa,Northern Africa,1,1,0,0,0,1,3,0,0,2,0,0,0,0,0,1,1,1,1,0
2002,401,Libya,434,Africa,Northern Africa,3,2,1,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1,1,0
2003,401,Libya,434,Africa,Northern Africa,3,2,1,0,0,0,2,0,0,2,0,0,0,0,0,0,2,-999,1,0
2004,401,Libya,434,Africa,Northern Africa,4,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,2,1,0,0
2005,401,Libya,434,Africa,Northern Africa,3,2,1,0,0,2,3,0,1,2,1,0,0,0,0,0,1,1,,0
2006,401,Libya,434,Africa,Northern Africa,3,2,1,0,0,2,3,0,1,2,1,0,0,0,0,0,1,1,,0
2007,401,Libya,434,Africa,Northern Africa,3,1,2,0,0,,3,0,2,0,,0,0,,1,0,2,1,0,0
2008,401,Libya,434,Africa,Northern Africa,3,1,2,0,0,,3,0,2,0,,0,0,,1,0,2,2,,0
2009,401,Libya,434,Africa,Northern Africa,3,1,2,0,0,,1,0,1,0,,0,0,,0,0,2,3,,0
2010,401,Libya,434,Africa,Northern Africa,3,1,2,0,0,,1,0,1,0,,0,0,,0,0,1,3,,0
2011,401,Libya,434,Africa,Northern Africa,0,0,0,0,0,,1,0,1,0,,0,0,,0,0,1,1,,0
1981,404,Liechtenstein,438,Europe,Western Europe,,,,,,,,,-999,-999,,,,,,,,,,-999
1982,404,Liechtenstein,438,Europe,Western Europe,,,,,,,,,-999,-999,,,,,,,,,,-999
1983,404,Liechtenstein,438,Europe,Western Europe,,,,,,,,,-999,-999,,,,,,,,,,-999
1984,404,Liechtenstein,438,Europe,Western Europe,,,,,,,,,-999,-999,,,,,,,,,,-999
1985,404,Liechtenstein,438,Europe,Western Europe,,,,,,,,,-999,-999,,,,,,,,,,-999
1986,404,Liechtenstein,438,Europe,Western Europe,,,,,,,,,-999,-999,,,,,,,,,,-999
1987,404,Liechtenstein,438,Europe,Western Europe,,,,,,,,,-999,-999,,,,,,,,,,-999
1988,404,Liechtenstein,438,Europe,Western Europe,,,,,,,,,-999,-999,,,,,,,,,,-999
1989,404,Liechtenstein,438,Europe,Western Europe,,,,,,,,,-999,-999,,,,,,,,,,-999
1990,404,Liechtenstein,438,Europe,Western Europe,,,,,,,,,-999,-999,,,,,,,,,,-999
1991,404,Liechtenstein,438,Europe,Western Europe,,,,,,,,,2,2,,,,,2,,,,,2
1992,404,Liechtenstein,438,Europe,Western Europe,,,,,,,,,2,2,,,,,2,,,,,2
1993,404,Liechtenstein,438,Europe,Western Europe,,,,,,,,,2,2,,,,,2,,,,,2
1994,404,Liechtenstein,438,Europe,Western Europe,,,,,,,,,2,2,,,,,2,,,,,2
1995,404,Liechtenstein,438,Europe,Western Europe,,,,,,,,,2,2,,,,,2,,,,,2
1996,404,Liechtenstein,438,Europe,Western Europe,,,,,,,,,2,2,,,,,2,,,,,2
1997,404,Liechtenstein,438,Europe,Western Europe,,,,,,,,,2,2,,,,,2,,,,,2
1998,404,Liechtenstein,438,Europe,Western Europe,,,,,,,,,2,2,,,,,2,,,,,2
1999,404,Liechtenstein,438,Europe,Western Europe,,,,,,,,,2,2,,,,,2,,,,,2
2000,404,Liechtenstein,438,Europe,Western Europe,,,,,,,,,2,2,,,,,2,,,,,2
2001,404,Liechtenstein,438,Europe,Western Europe,8,2,2,2,2,10,14,2,2,2,1,2,2,1,2,2,2,2,3,2
2002,404,Liechtenstein,438,Europe,Western Europe,,,,,,,,,2,2,,,,,2,,,,,2
2003,404,Liechtenstein,438,Europe,Western Europe,8,2,2,2,2,10,14,2,2,2,1,2,2,1,2,2,2,2,3,2
2004,404,Liechtenstein,438,Europe,Western Europe,8,2,2,2,2,9,13,2,2,2,1,2,2,1,2,1,2,2,-999,1
2005,404,Liechtenstein,438,Europe,Western Europe,8,2,2,2,2,9,12,2,2,2,1,2,2,1,1,1,2,2,,1
2006,404,Liechtenstein,438,Europe,Western Europe,8,2,2,2,2,9,12,1,2,2,1,2,2,1,2,1,2,2,,1
2007,404,Liechtenstein,438,Europe,Western Europe,8,2,2,2,2,,13,2,2,2,,2,2,,2,1,3,2,3,2
2008,404,Liechtenstein,438,Europe,Western Europe,8,2,2,2,2,,14,2,2,2,,2,2,,2,2,2,2,,2
2009,404,Liechtenstein,438,Europe,Western Europe,8,2,2,2,2,,12,2,2,2,,1,2,,2,1,2,2,,2
2010,404,Liechtenstein,438,Europe,Western Europe,8,2,2,2,2,,13,2,2,2,,1,2,,2,2,2,2,,2
2011,404,Liechtenstein,438,Europe,Western Europe,8,2,2,2,2,,12,2,2,2,,1,2,,2,1,3,2,,2
1981,407,Lithuania,440,Europe,Northern Europe,,,,,,,,,,,,,,,,,,,,
1982,407,Lithuania,440,Europe,Northern Europe,,,,,,,,,,,,,,,0,,,,,
1983,407,Lithuania,440,Europe,Northern Europe,,,,,,,,,0,0,,,,,,,,,,
1984,407,Lithuania,440,Europe,Northern Europe,,,,,,,,,0,0,,,,,0,,,,,
1985,407,Lithuania,440,Europe,Northern Europe,,,,,,,,,0,0,,,,,0,,,,,
1986,407,Lithuania,440,Europe,Northern Europe,,,,,,,,,0,0,,,,,0,,,,,
1987,407,Lithuania,440,Europe,Northern Europe,,,,,,,,,0,0,,,,,0,,,,,
1988,407,Lithuania,440,Europe,Northern Europe,,,,,,,,,0,0,,,,,0,,,,,
1989,407,Lithuania,440,Europe,Northern Europe,,,,,,,,,0,1,,,,,2,,,,,
1990,407,Lithuania,440,Europe,Northern Europe,,,,,,,,,0,2,,,,,2,,,,,
1991,407,Lithuania,440,Europe,Northern Europe,,,,,,,,,2,2,,,,,2,,,,,
1992,407,Lithuania,440,Europe,Northern Europe,6,2,2,1,1,9,12,1,2,2,1,2,2,1,2,1,2,2,2,2
1993,407,Lithuania,440,Europe,Northern Europe,8,2,2,2,2,8,11,1,2,2,1,1,1,1,2,2,2,2,2,1
1994,407,Lithuania,440,Europe,Northern Europe,8,2,2,2,2,10,13,2,2,2,1,2,2,1,1,2,2,2,3,2
1995,407,Lithuania,440,Europe,Northern Europe,8,2,2,2,2,10,13,1,2,2,1,2,2,1,2,2,2,2,3,2
1996,407,Lithuania,440,Europe,Northern Europe,7,2,2,2,1,10,13,2,2,2,1,2,2,1,1,2,2,2,2,2
1997,407,Lithuania,440,Europe,Northern Europe,7,2,2,2,1,10,12,1,2,2,1,2,2,1,1,2,2,2,2,2
1998,407,Lithuania,440,Europe,Northern Europe,7,2,2,2,1,10,13,2,2,2,1,2,2,1,1,2,2,2,2,2
1999,407,Lithuania,440,Europe,Northern Europe,7,2,2,2,1,10,13,1,2,2,1,2,2,1,2,2,2,2,2,2
2000,407,Lithuania,440,Europe,Northern Europe,7,2,2,2,1,9,11,1,2,2,1,2,2,1,1,1,2,2,2,2
2001,407,Lithuania,440,Europe,Northern Europe,6,2,2,2,0,10,12,1,2,2,1,2,2,1,1,2,2,2,2,2
2002,407,Lithuania,440,Europe,Northern Europe,7,2,2,2,1,9,12,1,2,2,1,2,2,1,2,1,2,2,2,2
2003,407,Lithuania,440,Europe,Northern Europe,7,2,2,2,1,9,11,1,2,2,1,2,2,1,1,1,2,2,-999,2
2004,407,Lithuania,440,Europe,Northern Europe,7,2,2,2,1,7,12,1,2,2,1,2,2,0,2,1,2,2,2,2
2005,407,Lithuania,440,Europe,Northern Europe,7,2,2,2,1,8,10,1,2,2,1,1,2,1,1,1,2,2,,2
2006,407,Lithuania,440,Europe,Northern Europe,7,2,2,2,1,8,11,1,2,2,1,1,2,1,2,1,1,3,,2
2007,407,Lithuania,440,Europe,Northern Europe,7,2,2,2,1,,10,1,2,2,,1,1,,2,1,2,2,2,2
2008,407,Lithuania,440,Europe,Northern Europe,7,2,2,2,1,,8,0,2,2,,1,0,,2,1,2,2,,2
2009,407,Lithuania,440,Europe,Northern Europe,7,2,2,2,1,,10,1,2,2,,1,1,,2,1,2,2,,2
2010,407,Lithuania,440,Europe,Northern Europe,7,2,2,2,1,,10,1,2,2,,1,1,,2,1,2,2,,2
2011,407,Lithuania,440,Europe,Northern Europe,7,2,2,2,1,,9,1,2,2,,1,1,,1,1,2,2,,2
1981,410,Luxembourg,442,Europe,Western Europe,8,2,2,2,2,10,14,2,2,2,1,2,2,1,2,2,2,2,2,2
1982,410,Luxembourg,442,Europe,Western Europe,8,2,2,2,2,10,14,2,2,2,1,2,2,1,2,2,2,2,3,2
1983,410,Luxembourg,442,Europe,Western Europe,8,2,2,2,2,10,14,2,2,2,1,2,2,1,2,2,2,2,3,2
1984,410,Luxembourg,442,Europe,Western Europe,8,2,2,2,2,10,14,2,2,2,1,2,2,1,2,2,2,2,2,2
1985,410,Luxembourg,442,Europe,Western Europe,8,2,2,2,2,10,14,2,2,2,1,2,2,1,2,2,2,2,2,2
1986,410,Luxembourg,442,Europe,Western Europe,8,2,2,2,2,10,14,2,2,2,1,2,2,1,2,2,2,2,3,2
1987,410,Luxembourg,442,Europe,Western Europe,8,2,2,2,2,10,14,2,2,2,1,2,2,1,2,2,2,2,2,2
1988,410,Luxembourg,442,Europe,Western Europe,8,2,2,2,2,10,14,2,2,2,1,2,2,1,2,2,2,2,3,2
1989,410,Luxembourg,442,Europe,Western Europe,8,2,2,2,2,10,14,2,2,2,1,2,2,1,2,2,2,2,3,2
1990,410,Luxembourg,442,Europe,Western Europe,8,2,2,2,2,10,14,2,2,2,1,2,2,1,2,2,3,2,3,2
1991,410,Luxembourg,442,Europe,Western Europe,8,2,2,2,2,10,14,2,2,2,1,2,2,1,2,2,3,2,3,2
1992,410,Luxembourg,442,Europe,Western Europe,8,2,2,2,2,10,14,2,2,2,1,2,2,1,2,2,3,2,3,2
1993,410,Luxembourg,442,Europe,Western Europe,7,2,2,2,1,10,14,2,2,2,1,2,2,1,2,2,2,2,3,2
1994,410,Luxembourg,442,Europe,Western Europe,8,2,2,2,2,10,14,2,2,2,1,2,2,1,2,2,2,2,3,2
1995,410,Luxembourg,442,Europe,Western Europe,8,2,2,2,2,10,14,2,2,2,1,2,2,1,2,2,3,2,3,2
1996,410,Luxembourg,442,Europe,Western Europe,8,2,2,2,2,10,14,2,2,2,1,2,2,1,2,2,3,2,3,2
1997,410,Luxembourg,442,Europe,Western Europe,8,2,2,2,2,10,14,2,2,2,1,2,2,1,2,2,3,2,3,2
1998,410,Luxembourg,442,Europe,Western Europe,8,2,2,2,2,10,14,2,2,2,1,2,2,1,2,2,3,2,3,2
1999,410,Luxembourg,442,Europe,Western Europe,8,2,2,2,2,10,14,2,2,2,1,2,2,1,2,2,2,2,3,2
2000,410,Luxembourg,442,Europe,Western Europe,8,2,2,2,2,10,14,2,2,2,1,2,2,1,2,2,2,2,3,2
2001,410,Luxembourg,442,Europe,Western Europe,8,2,2,2,2,10,13,2,2,2,1,2,2,1,1,2,2,2,3,2
2002,410,Luxembourg,442,Europe,Western Europe,8,2,2,2,2,10,14,2,2,2,1,2,2,1,2,2,2,2,3,2
2003,410,Luxembourg,442,Europe,Western Europe,8,2,2,2,2,10,14,2,2,2,1,2,2,1,2,2,2,2,3,2
2004,410,Luxembourg,442,Europe,Western Europe,8,2,2,2,2,10,14,2,2,2,1,2,2,1,2,2,2,2,2,2
2005,410,Luxembourg,442,Europe,Western Europe,8,2,2,2,2,10,13,2,2,2,1,2,2,1,1,2,2,2,,2
2006,410,Luxembourg,442,Europe,Western Europe,8,2,2,2,2,10,14,2,2,2,1,2,2,1,2,2,2,3,,2
2007,410,Luxembourg,442,Europe,Western Europe,8,2,2,2,2,,14,2,2,2,,2,2,,2,2,3,2,3,2
2008,410,Luxembourg,442,Europe,Western Europe,8,2,2,2,2,,14,2,2,2,,2,2,,2,2,3,2,,2
2009,410,Luxembourg,442,Europe,Western Europe,8,2,2,2,2,,13,2,2,2,,2,2,,2,1,3,2,,2
2010,410,Luxembourg,442,Europe,Western Europe,8,2,2,2,2,,13,2,2,2,,2,2,,2,1,3,2,,2
2011,410,Luxembourg,442,Europe,Western Europe,8,2,2,2,2,,14,2,2,2,,2,2,,2,2,3,3,,2
1981,413,Macedonia,807,Europe,Southern Europe,,,,,,,,,,,,,,,,,,,,
1982,413,Macedonia,807,Europe,Southern Europe,,,,,,,,,,,,,,,,,,,,
1983,413,Macedonia,807,Europe,Southern Europe,,,,,,,,,,,,,,,,,,,,
1984,413,Macedonia,807,Europe,Southern Europe,,,,,,,,,,,,,,,,,,,,
1985,413,Macedonia,807,Europe,Southern Europe,,,,,,,,,,,,,,,,,,,,
1986,413,Macedonia,807,Europe,Southern Europe,,,,,,,,,,,,,,,,,,,,
1987,413,Macedonia,807,Europe,Southern Europe,,,,,,,,,,,,,,,,,,,,
1988,413,Macedonia,807,Europe,Southern Europe,,,,,,,,,,,,,,,,,,,,
1989,413,Macedonia,807,Europe,Southern Europe,,,,,,,,,,,,,,,,,,,,
1990,413,Macedonia,807,Europe,Southern Europe,,,,,,,,,,,,,,,,,,,,
1991,413,Macedonia,807,Europe,Southern Europe,,,,,,,,,,,,,,,,,,,,
1992,413,Macedonia,807,Europe,Southern Europe,,,,,,,,,1,2,,,,,2,,,,,
